X1,X2,X3,y
43,90,9,1197
11,64,22,1650
26,58,20,1680
38,83,69,8349
76,31,56,5992
22,66,24,2112
16,57,7,511
51,11,6,372
41,55,13,1248
20,49,29,2001
60,86,65,9490
1,22,49,1127
75,67,60,8520
86,12,8,784
31,87,25,2950
70,61,9,1179
28,36,24,1536
42,31,92,6716
61,22,18,1494
3,66,32,2208
83,97,98,17640
73,2,18,1350
26,86,79,8848
11,48,26,1534
36,18,60,3240
64,53,91,10647
58,14,66,4752
61,31,27,2484
45,53,86,8428
87,52,70,9730
4,12,70,1120
37,80,14,1638
0,23,84,1932
25,29,18,972
17,7,4,96
19,40,28,1652
76,77,15,2295
3,82,27,2295
75,28,55,5665
55,53,69,7452
25,65,13,1170
98,26,78,9672
88,43,80,10480
69,31,55,5500
73,1,54,3996
71,33,24,2496
49,32,43,3483
43,36,30,2370
42,22,6,384
0,60,84,5040
44,18,26,1612
3,1,25,100
58,93,43,6493
58,59,83,9711
23,61,27,2268
76,80,88,13728
63,81,89,12816
75,94,50,8450
54,35,26,2314
73,89,66,10692
81,30,69,7659
28,53,75,6075
49,1,86,4300
51,25,17,1292
49,67,72,8352
30,59,66,5874
10,38,95,4560
92,42,20,2680
93,83,54,9504
51,59,15,1650
87,84,85,14535
84,41,51,6375
14,6,69,1380
59,31,45,4050
8,97,34,3570
94,14,31,3348
24,47,23,1633
27,25,51,2652
46,81,55,6985
3,75,95,7410
10,43,11,583
69,94,95,15485
69,29,60,5880
10,35,75,3375
64,94,50,7900
95,7,19,1938
58,9,79,5293
92,57,15,2235
95,59,98,15092
80,47,99,12573
95,65,95,15200
24,87,36,3996
37,34,70,4970
94,21,22,2530
78,72,1,150
35,48,11,913
90,88,19,3382
87,74,54,8694
58,70,68,8704
12,27,31,1209
41,14,73,4015
63,56,26,3094
11,3,46,644
71,10,20,1620
88,26,23,2622
10,37,45,2115
74,94,91,15288
53,58,14,1554
20,40,17,1020
69,18,17,1479
70,49,21,2499
77,38,65,7475
27,18,75,3375
17,22,71,2769
88,67,57,8835
53,72,21,2625
15,20,90,3150
79,26,53,5565
75,24,35,3465
67,35,99,10098
98,29,6,762
77,48,19,2375
87,30,35,4095
37,51,26,2288
91,10,54,5454
46,32,23,1794
99,13,42,4704
13,6,56,1064
19,89,21,2268
28,2,26,780
85,93,32,5696
83,86,37,6253
96,46,80,11360
96,1,35,3395
38,81,89,10591
68,25,55,5115
98,43,74,10434
96,0,14,1344
93,75,99,16632
55,63,8,944
26,85,48,5328
57,35,72,6624
8,63,92,6532
56,33,30,2670
18,31,10,490
68,2,63,4410
32,92,44,5456
38,81,66,7854
12,77,83,7387
19,88,17,1819
39,22,65,3965
3,98,50,5050
82,2,67,5628
36,32,25,1700
16,70,10,860
70,40,91,10010
66,99,41,6765
87,87,77,13398
9,98,18,1926
19,59,97,7566
3,68,39,2769
70,94,88,14432
62,15,40,3080
40,60,16,1600
86,82,11,1848
98,89,14,2618
51,11,96,5952
28,69,77,7469
60,12,81,5832
42,0,55,2310
82,63,96,13920
67,57,91,11284
58,11,73,5037
56,46,94,9588
60,38,12,1176
35,6,8,328
5,27,35,1120
63,72,86,11610
29,9,6,228
23,60,13,1079
96,12,37,3996
29,59,88,7744
25,64,88,7832
53,93,56,8176
82,82,18,2952
34,14,96,4608
30,48,80,6240
12,21,85,2805
64,5,97,6693
54,99,64,9792
56,20,35,2660
61,21,39,3198
59,41,94,9400
67,87,31,4774
5,90,14,1330
1,20,39,819
40,10,8,400
85,26,41,4551
44,87,6,786
75,15,26,2340
93,89,91,16562
86,56,1,142
0,33,76,2508
94,39,9,1197
52,10,28,1736
13,35,36,1728
57,23,5,400
4,95,97,9603
23,17,31,1240
50,42,44,4048
90,52,29,4118
99,88,75,14025
72,13,48,4080
47,77,77,9548
53,43,61,5856
0,52,46,2392
95,38,24,3192
60,71,91,11921
63,42,51,5355
66,78,49,7056
59,78,17,2329
27,6,3,99
33,3,2,72
61,81,45,6390
2,67,16,1104
33,76,58,6322
45,16,69,4209
90,19,77,8393
84,41,38,4750
79,42,10,1210
47,4,91,4641
49,49,45,4410
97,43,37,5180
40,22,9,558
45,79,52,6448
14,51,12,780
52,34,30,2580
88,63,28,4228
58,95,17,2601
40,22,66,4092
40,4,96,4224
30,12,5,210
99,51,92,13800
84,55,75,10425
44,21,95,6175
9,9,76,1368
18,42,44,2640
0,75,88,6600
93,46,58,8062
12,6,82,1476
66,78,26,3744
6,48,94,5076
97,43,21,2940
62,13,81,6075
67,84,23,3473
85,23,24,2592
86,72,37,5846
85,10,64,6080
66,33,40,3960
4,22,63,1638
42,13,53,2915
35,31,41,2706
67,66,39,5187
99,62,3,483
17,55,91,6552
1,78,1,79
89,38,6,762
37,50,15,1305
25,97,4,488
61,10,18,1278
77,64,43,6063
41,58,58,5742
31,98,14,1806
96,67,39,6357
12,78,63,5670
1,2,91,273
37,11,69,3312
25,49,61,4514
65,69,26,3484
44,94,18,2484
93,95,73,13724
23,9,75,2400
9,32,8,328
73,57,81,10530
9,54,23,1449
50,79,11,1419
44,43,60,5220
55,41,41,3936
69,57,10,1260
35,26,88,5368
65,12,85,6545
48,30,39,3042
80,68,51,7548
93,25,41,4838
30,80,8,880
46,51,40,3880
12,48,2,120
51,4,79,4345
37,6,28,1204
42,86,76,9728
8,81,61,5429
17,88,92,9660
53,20,82,5986
20,6,40,1040
16,1,92,1564
63,44,5,535
47,46,56,5208
40,75,33,3795
22,13,97,3395
4,26,17,510
38,52,51,4590
30,55,79,6715
17,93,65,7150
84,63,36,5292
64,34,34,3332
41,37,4,312
76,94,25,4250
50,38,83,7304
42,4,0,0
68,46,70,7980
87,54,1,141
67,64,4,524
6,6,49,588
54,70,37,4588
79,55,79,10586
94,70,18,2952
7,51,77,4466
60,19,3,237
13,66,5,395
35,0,27,945
45,99,64,9216
24,86,56,6160
65,24,35,3115
76,60,82,11152
25,13,79,3002
54,6,53,3180
86,78,66,10824
56,1,49,2793
54,50,71,7384
29,61,56,5040
71,20,52,4732
2,83,51,4335
12,2,51,714
79,43,6,732
17,42,25,1475
84,15,84,8316
92,32,4,496
83,81,73,11972
10,43,9,477
25,19,21,924
80,92,27,4644
52,15,71,4757
7,41,84,4032
44,33,46,3542
2,17,47,893
15,0,75,1125
5,84,78,6942
71,17,76,6688
98,8,93,9858
73,65,56,7728
93,73,44,7304
25,98,92,11316
32,42,77,5698
28,73,17,1717
83,47,19,2470
40,65,72,7560
4,51,8,440
85,7,26,2392
81,20,86,8686
7,26,44,1452
64,42,57,6042
94,20,52,5928
78,68,51,7446
21,39,61,3660
65,85,49,7350
55,91,85,12410
99,43,60,8520
87,63,53,7950
63,97,78,12480
46,55,77,7777
28,93,31,3751
84,13,54,5238
95,86,7,1267
69,89,47,7426
82,94,92,16192
26,86,21,2352
4,11,72,1080
66,20,34,2924
37,50,97,8439
48,16,11,704
27,68,68,6460
64,38,60,6120
31,21,50,2600
69,97,76,12616
45,98,14,2002
93,5,20,1960
15,47,11,682
27,19,87,4002
58,7,71,4615
68,67,82,11070
64,68,42,5544
9,83,84,7728
5,85,4,360
53,93,22,3212
80,33,95,10735
95,26,60,7260
78,66,19,2736
46,37,82,6806
40,76,30,3480
89,49,57,7866
68,59,24,3048
36,27,6,378
43,55,69,6762
75,97,11,1892
47,5,94,4888
93,94,50,9350
72,80,82,12464
99,39,10,1380
71,59,99,12870
24,50,55,4070
75,49,25,3100
14,24,42,1596
15,40,46,2530
30,75,71,7455
85,8,82,7626
47,12,70,4130
62,75,96,13152
74,87,84,13524
6,59,88,5720
66,2,91,6188
23,58,94,7614
75,31,38,4028
28,15,1,43
62,42,58,6032
46,13,73,4307
36,98,63,8442
61,70,99,12969
23,99,54,6588
96,95,42,8022
20,40,7,420
64,65,52,6708
62,9,86,6106
76,34,96,10560
7,2,79,711
78,46,93,11532
60,59,38,4522
53,38,4,364
36,45,36,2916
18,53,62,4402
72,0,29,2088
40,11,6,306
64,57,23,2783
81,20,70,7070
41,72,96,10848
31,54,3,255
88,15,98,10094
64,41,22,2310
63,27,59,5310
7,98,18,1890
32,48,29,2320
91,53,0,0
96,97,18,3474
78,90,9,1512
59,41,29,2900
83,78,24,3864
38,29,77,5159
34,97,0,0
65,43,12,1296
82,82,35,5740
20,40,20,1200
77,50,64,8128
33,16,77,3773
67,89,46,7176
32,30,22,1364
68,23,0,0
97,30,92,11684
88,14,93,9486
37,50,1,87
42,28,25,1750
91,82,72,12456
98,95,95,18335
11,37,91,4368
24,13,63,2331
92,68,73,11680
39,87,37,4662
66,46,31,3472
5,84,39,3471
2,64,7,462
79,34,27,3051
86,89,25,4375
9,42,32,1632
49,15,86,5504
16,6,35,770
72,32,39,4056
99,61,50,8000
10,92,0,0
90,94,77,14168
60,82,52,7384
60,11,99,7029
24,1,86,2150
49,1,48,2400
40,97,89,12193
78,1,16,1264
10,3,67,871
33,25,62,3596
76,85,84,13524
1,88,77,6853
20,50,59,4130
34,41,71,5325
51,98,27,4023
40,45,11,935
84,98,41,7462
48,32,9,720
78,88,39,6474
25,18,65,2795
69,46,19,2185
23,13,44,1584
75,70,10,1450
82,25,56,5992
5,81,9,774
54,14,9,612
2,31,7,231
44,55,69,6831
17,41,95,5510
30,56,65,5590
42,99,26,3666
43,15,61,3538
26,65,2,182
48,76,25,3100
40,22,44,2728
98,61,36,5724
4,26,3,90
4,93,24,2328
27,67,59,5546
65,29,47,4418
45,58,50,5150
9,96,43,4515
18,79,1,97
16,88,60,6240
50,78,63,8064
11,82,32,2976
34,70,47,4888
12,76,83,7304
97,23,19,2280
8,34,62,2604
49,60,16,1744
58,63,20,2420
32,51,64,5312
19,56,68,5100
78,41,26,3094
47,1,10,480
83,4,45,3915
32,37,86,5934
15,14,81,2349
17,88,62,6510
2,54,97,5432
94,94,1,188
10,25,87,3045
31,71,84,8568
63,55,99,11682
23,38,41,2501
14,74,73,6424
56,6,34,2108
82,8,51,4590
83,16,40,3960
26,30,52,2912
64,53,70,8190
8,66,82,6068
73,85,37,5846
35,29,71,4544
96,94,24,4560
49,94,55,7865
85,51,82,11152
30,33,53,3339
22,75,18,1746
27,68,22,2090
23,20,80,3440
93,40,27,3591
6,7,22,286
94,57,59,8909
28,65,78,7254
35,24,10,590
16,26,0,0
92,51,38,5434
83,78,69,11109
99,20,19,2261
22,78,3,300
30,32,19,1178
14,3,65,1105
39,61,57,5700
60,56,50,5800
32,66,79,7742
77,35,13,1456
84,33,16,1872
95,68,11,1793
99,62,49,7889
60,40,7,700
36,15,2,102
96,6,48,4896
94,47,55,7755
95,78,65,11245
82,65,77,11319
91,19,82,9020
37,53,66,5940
43,46,70,6230
41,45,50,4300
56,67,74,9102
72,53,26,3250
91,59,58,8700
21,74,0,0
58,91,57,8493
97,95,49,9408
13,91,29,3016
91,81,41,7052
0,51,44,2244
77,43,53,6360
47,39,85,7310
53,14,79,5293
47,97,60,8640
29,92,90,10890
15,42,8,456
57,2,91,5369
76,29,37,3885
14,23,31,1147
43,88,71,9301
75,23,38,3724
42,33,75,5625
53,72,43,5375
17,64,71,5751
48,88,17,2312
10,62,4,288
57,11,53,3604
14,49,43,2709
80,8,31,2728
96,13,32,3488
38,38,87,6612
5,74,65,5135
67,91,68,10744
57,18,78,5850
82,81,18,2934
99,93,8,1536
92,85,42,7434
8,75,70,5810
91,83,60,10440
47,38,42,3570
85,6,77,7007
97,30,36,4572
15,99,60,6840
25,62,22,1914
15,62,32,2464
56,73,93,11997
78,58,10,1360
99,59,57,9006
48,37,27,2295
48,47,28,2660
36,26,8,496
23,97,72,8640
33,27,29,1740
52,61,89,10057
52,40,4,368
29,4,31,1023
15,66,0,0
90,83,70,12110
30,55,31,2635
34,67,16,1616
41,59,38,3800
57,29,6,516
83,1,59,4956
22,88,1,110
36,43,39,3081
56,9,89,5785
41,12,43,2279
22,9,84,2604
13,72,12,1020
50,82,38,5016
22,39,31,1891
3,65,44,2992
46,91,42,5754
47,4,97,4947
62,40,55,5610
16,50,38,2508
17,30,15,705
86,67,7,1071
82,59,32,4512
63,93,10,1560
58,97,51,7905
45,38,42,3486
3,51,49,2646
48,25,76,5548
95,52,86,12642
43,78,53,6413
0,73,18,1314
22,74,55,5280
55,89,33,4752
93,66,73,11607
10,83,16,1488
6,8,1,14
86,79,49,8085
54,42,76,7296
92,4,9,864
28,20,90,4320
62,94,14,2184
79,40,9,1071
59,62,39,4719
37,60,7,679
77,42,21,2499
91,73,87,14268
90,48,67,9246
14,94,14,1512
9,16,48,1200
28,83,12,1332
54,48,95,9690
66,37,71,7313
34,83,1,117
50,3,48,2544
35,45,69,5520
20,93,56,6328
62,4,66,4356
29,70,73,7227
28,43,56,3976
74,81,26,4030
54,10,93,5952
27,78,8,840
69,26,17,1615
34,47,7,567
13,96,14,1526
56,91,98,14406
52,46,8,784
62,52,21,2394
47,3,82,4100
77,48,34,4250
85,85,97,16490
43,25,89,6052
0,73,54,3942
12,23,69,2415
53,42,84,7980
1,75,46,3496
42,68,89,9790
30,66,15,1440
9,34,66,2838
14,67,54,4374
11,88,73,7227
12,64,47,3572
57,19,38,2888
80,30,6,660
37,9,94,4324
87,0,36,3132
67,75,70,9940
36,38,12,888
18,82,28,2800
7,77,54,4536
3,25,51,1428
47,5,1,52
68,31,38,3762
51,60,94,10434
75,27,15,1530
8,82,21,1890
93,90,6,1098
41,43,12,1008
88,6,23,2162
32,97,0,0
2,88,29,2610
81,54,26,3510
86,87,66,11418
54,84,60,8280
41,75,77,8932
64,14,55,4290
71,13,62,5208
38,73,58,6438
10,48,77,4466
59,55,90,10260
21,94,65,7475
77,66,71,10153
40,33,13,949
62,96,99,15642
23,68,22,2002
85,86,30,5130
47,57,12,1248
93,28,48,5808
11,77,25,2200
95,22,15,1755
32,83,90,10350
90,53,14,2002
76,23,72,7128
11,73,86,7224
29,88,33,3861
96,70,72,11952
22,75,42,4074
79,66,40,5800
33,84,25,2925
63,79,19,2698
1,53,51,2754
66,21,13,1131
65,66,86,11266
77,54,64,8384
61,29,24,2160
15,41,38,2128
67,76,62,8866
21,6,91,2457
74,65,89,12371
90,61,90,13590
4,56,10,600
66,16,18,1476
84,74,31,4898
88,44,68,8976
41,57,40,3920
17,75,14,1288
71,68,48,6672
49,63,96,10752
44,29,69,5037
39,68,62,6634
78,57,89,12015
15,6,10,210
19,88,62,6634
71,8,1,79
43,86,88,11352
99,41,60,8400
8,34,36,1512
41,20,5,305
48,57,58,6090
32,62,17,1598
34,28,19,1178
23,35,6,348
17,51,67,4556
67,18,79,6715
0,25,93,2325
67,36,82,8446
9,62,48,3408
5,4,33,297
34,34,68,4624
94,16,9,990
10,65,42,3150
11,31,12,504
85,56,71,10011
7,36,3,129
79,77,30,4680
57,14,56,3976
89,84,78,13494
88,88,32,5632
34,74,73,7884
63,25,65,5720
69,0,24,1656
85,39,88,10912
35,85,1,120
25,54,82,6478
68,36,57,5928
30,24,76,4104
0,14,89,1246
44,83,22,2794
37,77,50,5700
43,24,16,1072
66,43,90,9810
73,76,53,7897
63,81,75,10800
73,15,47,4136
53,5,52,3016
0,31,68,2108
29,76,61,6405
56,13,50,3450
61,94,4,620
6,74,64,5120
11,26,9,333
99,84,97,17751
15,5,55,1100
80,44,78,9672
89,73,66,10692
93,61,9,1386
39,16,6,330
14,16,32,960
73,5,12,936
60,25,44,3740
45,75,17,2040
86,84,42,7140
67,98,11,1815
32,57,54,4806
66,95,3,483
70,81,42,6342
89,68,44,6908
89,85,5,870
70,46,50,5800
3,27,95,2850
89,64,91,13923
74,82,85,13260
54,66,17,2040
78,65,43,6149
8,17,68,1700
62,31,75,6975
2,89,42,3822
61,39,34,3400
13,16,85,2465
77,75,45,6840
2,70,71,5112
43,76,18,2142
46,50,28,2688
83,71,89,13706
28,31,7,413
38,85,6,738
88,21,51,5559
22,59,40,3240
5,46,91,4641
70,36,12,1272
31,57,18,1584
99,58,11,1727
96,66,13,2106
83,55,34,4692
59,39,67,6566
90,10,53,5300
7,63,41,2870
67,13,58,4640
42,43,41,3485
47,71,27,3186
87,31,98,11564
90,11,5,505
62,66,69,8832
97,77,76,13224
69,76,17,2465
40,13,33,1749
43,46,82,7298
72,9,46,3726
99,63,17,2754
69,54,95,11685
76,39,23,2645
2,91,86,7998
50,69,20,2380
75,6,40,3240
23,78,5,505
19,10,96,2784
77,24,81,8181
59,23,43,3526
96,95,15,2865
70,41,79,8769
87,99,12,2232
96,42,57,7866
88,82,94,15980
35,98,77,10241
94,16,98,10780
48,61,28,3052
55,88,23,3289
70,47,10,1170
47,34,52,4212
33,41,72,5328
50,91,71,10011
81,66,64,9408
14,70,1,84
57,65,67,8174
31,93,8,992
47,2,42,2058
11,57,23,1564
15,21,96,3456
80,67,85,12495
71,28,93,9207
66,69,18,2430
59,7,61,4026
19,48,75,5025
77,24,49,4949
89,53,19,2698
92,47,17,2363
72,2,11,814
4,14,77,1386
31,42,32,2336
84,35,65,7735
10,6,67,1072
55,89,48,6912
59,47,37,3922
79,23,2,204
61,0,53,3233
48,17,84,5460
54,16,34,2380
81,84,23,3795
41,26,88,5896
86,74,80,12800
13,42,90,4950
72,71,83,11869
33,53,91,7826
92,43,9,1215
67,13,48,3840
15,99,70,7980
7,9,27,432
65,98,76,12388
85,66,39,5889
70,85,99,15345
39,35,93,6882
87,44,15,1965
72,23,66,6270
2,91,55,5115
24,75,47,4653
45,58,50,5150
69,51,61,7320
41,30,24,1704
21,33,90,4860
97,59,65,10140
15,6,87,1827
0,46,3,138
25,54,24,1896
60,30,6,540
15,85,16,1600
78,88,47,7802
82,91,93,16089
59,39,91,8918
64,49,60,6780
55,77,84,11088
40,24,74,4736
99,97,83,16268
48,26,65,4810
24,2,26,676
19,60,28,2212
52,84,62,8432
45,49,97,9118
30,42,79,5688
98,44,23,3266
34,61,2,190
95,66,80,12880
27,45,91,6552
14,88,87,8874
69,16,40,3400
58,11,29,2001
8,5,53,689
3,52,74,4070
0,40,99,3960
55,62,15,1755
78,12,30,2700
63,89,96,14592
2,68,26,1820
43,1,68,2992
90,70,87,13920
50,16,19,1254
45,36,20,1620
87,17,31,3224
58,17,5,375
77,71,41,6068
29,56,10,850
69,18,82,7134
63,8,61,4331
51,41,63,5796
89,6,43,4085
22,57,44,3476
65,2,18,1206
55,36,31,2821
62,93,14,2170
71,49,81,9720
81,58,12,1668
83,9,82,7544
30,81,17,1887
85,24,50,5450
67,48,34,3910
40,12,72,3744
26,40,79,5214
27,31,83,4814
16,5,24,504
74,68,96,13632
4,75,71,5609
18,38,70,3920
91,44,13,1755
65,68,23,3059
84,58,46,6532
70,65,92,12420
40,15,65,3575
66,89,82,12710
10,43,49,2597
66,85,4,604
72,72,85,12240
95,28,1,123
75,48,16,1968
95,38,10,1330
47,30,65,5005
95,14,48,5232
38,36,31,2294
90,54,35,5040
31,29,44,2640
44,3,49,2303
48,79,11,1397
39,24,25,1575
22,16,52,1976
87,35,24,2928
88,71,77,12243
60,97,31,4867
29,94,6,738
59,18,1,77
28,67,23,2185
42,95,66,9042
40,81,53,6413
33,33,97,6402
52,19,64,4544
76,94,21,3570
61,32,22,2046
90,80,93,15810
7,50,76,4332
77,54,26,3406
7,94,26,2626
93,4,95,9215
97,15,69,7728
92,59,64,9664
93,29,90,10980
96,36,46,6072
24,87,33,3663
98,74,27,4644
62,54,87,10092
63,58,24,2904
82,70,73,11096
43,43,21,1806
49,42,68,6188
53,9,74,4588
82,72,74,11396
5,93,65,6370
51,36,42,3654
32,60,23,2116
94,17,44,4884
86,11,18,1746
41,65,38,4028
78,30,61,6588
62,29,53,4823
52,18,99,6930
61,3,83,5312
62,21,29,2407
70,83,99,15147
54,44,46,4508
21,4,59,1475
98,83,66,11946
47,99,99,14454
50,29,93,7347
64,48,46,5152
70,9,55,4345
72,65,66,9042
88,62,51,7650
43,10,80,4240
76,26,80,8160
28,75,24,2472
30,80,97,10670
50,2,72,3744
31,26,76,4332
86,32,42,4956
23,90,4,452
60,8,54,3672
49,70,29,3451
16,56,48,3456
55,47,46,4692
37,13,27,1350
72,71,26,3718
98,62,72,11520
30,40,3,210
47,53,68,6800
38,40,43,3354
56,2,97,5626
7,52,80,4720
53,80,83,11039
21,33,81,4374
87,99,23,4278
26,96,86,10492
40,53,45,4185
14,4,20,360
32,35,69,4623
1,94,49,4655
82,30,52,5824
98,68,94,15604
23,29,89,4628
71,63,1,134
78,98,75,13200
92,90,48,8736
0,82,30,2460
92,59,53,8003
28,12,40,1600
63,54,83,9711
21,90,98,10878
25,9,88,2992
65,54,30,3570
43,78,63,7623
64,70,41,5494
79,16,92,8740
86,91,82,14514
48,28,80,6080
35,99,76,10184
4,95,15,1485
4,68,19,1368
27,8,27,945
18,97,98,11270
72,67,63,8757
68,96,65,10660
38,42,12,960
34,81,88,10120
78,68,9,1314
72,89,16,2576
76,81,41,6437
12,91,47,4841
47,47,94,8836
70,64,67,8978
82,37,73,8687
56,65,65,7865
48,67,91,10465
15,64,80,6320
10,37,80,3760
91,12,7,721
3,63,19,1254
72,46,39,4602
84,48,73,9636
8,17,84,2100
14,34,58,2784
30,5,95,3325
63,0,89,5607
36,4,47,1880
25,88,67,7571
26,21,82,3854
76,19,14,1330
41,50,51,4641
42,85,53,6731
86,52,45,6210
43,56,57,5643
70,43,34,3842
48,71,12,1428
56,6,30,1860
90,83,75,12975
77,38,96,11040
64,99,19,3097
89,59,47,6956
80,25,9,945
29,46,74,5550
45,75,20,2400
73,63,37,5032
49,28,11,847
36,37,22,1606
85,74,65,10335
96,55,91,13741
79,43,97,11834
76,24,29,2900
5,16,9,189
37,20,92,5244
0,93,62,5766
4,33,41,1517
92,2,53,4982
1,27,37,1036
26,37,83,5229
89,67,51,7956
15,31,52,2392
81,12,25,2325
63,30,49,4557
54,30,68,5712
53,41,60,5640
27,95,49,5978
78,54,41,5412
29,38,85,5695
71,45,12,1392
82,2,77,6468
63,88,96,14496
45,15,62,3720
61,2,8,504
30,57,86,7482
72,77,51,7599
60,10,42,2940
89,59,73,10804
28,52,55,4400
77,81,79,12482
64,31,79,7505
9,35,32,1408
81,57,9,1242
85,96,88,15928
89,90,44,7876
55,42,42,4074
30,73,83,8549
6,38,39,1716
85,30,90,10350
84,17,30,3030
86,27,55,6215
97,78,19,3325
51,34,59,5015
56,84,95,13300
24,15,73,2847
43,89,65,8580
61,29,26,2340
25,3,85,2380
22,5,21,567
22,14,92,3312
27,24,24,1224
98,59,43,6751
88,54,4,568
29,69,60,5880
1,1,58,116
35,18,3,159
15,94,76,8284
40,19,80,4720
67,30,24,2328
37,41,90,7020
63,54,73,8541
8,64,19,1368
71,61,98,12936
72,7,89,7031
92,2,72,6768
4,69,75,5475
91,44,7,945
50,62,91,10192
21,77,31,3038
6,21,25,675
81,78,95,15105
7,79,15,1290
38,40,99,7722
38,19,64,3648
48,88,27,3672
96,11,97,10379
13,37,91,4550
49,29,35,2730
99,98,53,10441
99,60,19,3021
87,3,66,5940
48,20,44,2992
75,79,31,4774
59,63,76,9272
64,93,72,11304
48,65,31,3503
19,25,57,2508
39,28,76,5092
47,89,56,7616
86,41,39,4953
49,61,73,8030
27,96,62,7626
57,40,35,3395
80,31,6,666
13,81,41,3854
42,67,90,9810
84,95,16,2864
36,81,26,3042
34,95,65,8385
88,48,17,2312
67,16,46,3818
53,21,16,1184
71,76,19,2793
0,2,62,124
56,27,93,7719
33,51,52,4368
85,21,75,7950
61,67,50,6400
82,63,35,5075
61,85,23,3358
72,12,30,2520
35,78,28,3164
68,6,60,4440
57,6,9,567
66,32,60,5880
66,23,4,356
61,44,40,4200
50,62,7,784
9,86,3,285
30,68,15,1470
54,59,99,11187
41,86,22,2794
22,99,16,1936
3,75,51,3978
99,34,52,6916
26,90,64,7424
90,67,67,10519
83,61,80,11520
48,26,15,1110
0,57,18,1026
75,96,39,6669
37,23,64,3840
30,27,60,3420
95,92,47,8789
47,81,71,9088
14,83,48,4656
13,41,83,4482
73,79,5,760
57,50,12,1284
54,23,0,0
85,29,25,2850
32,42,53,3922
32,15,20,940
98,88,48,8928
46,35,26,2106
70,11,11,891
90,64,98,15092
35,71,85,9010
62,37,52,5148
30,49,91,7189
32,79,71,7881
84,18,8,816
48,64,89,9968
55,73,56,7168
51,76,61,7747
22,39,85,5185
57,32,70,6230
74,32,67,7102
34,74,17,1836
66,76,13,1846
37,57,10,940
53,82,86,11610
33,22,21,1155
37,30,34,2278
86,40,59,7434
26,6,48,1536
38,88,53,6678
51,26,33,2541
17,33,51,2550
96,21,38,4446
32,3,2,70
43,27,5,350
38,34,80,5760
1,16,72,1224
40,34,70,5180
23,95,3,354
95,45,84,11760
71,97,26,4368
18,8,99,2574
39,90,73,9417
29,1,66,1980
52,9,29,1769
93,59,66,10032
56,4,76,4560
66,98,69,11316
86,80,40,6640
25,62,14,1218
49,79,86,11008
56,58,96,10944
30,33,43,2709
45,32,2,154
81,51,9,1188
54,82,17,2312
8,8,81,1296
17,4,41,861
34,70,74,7696
23,68,39,3549
85,41,52,6552
16,26,3,126
93,55,23,3404
71,15,16,1376
61,47,40,4320
37,14,65,3315
98,88,63,11718
62,9,35,2485
78,22,88,8800
20,22,26,1092
65,52,95,11115
65,53,51,6018
64,51,69,7935
92,4,95,9120
60,8,83,5644
90,94,26,4784
18,8,85,2210
58,96,9,1386
35,56,19,1729
69,3,8,576
99,33,69,9108
89,31,19,2280
87,28,57,6555
7,38,84,3780
4,85,29,2581
38,52,4,360
7,15,4,88
56,32,89,7832
94,89,14,2562
74,21,22,2090
21,40,83,5063
43,90,95,12635
59,75,26,3484
88,77,64,10560
30,19,60,2940
51,19,80,5600
59,41,5,500
1,77,70,5460
31,39,76,5320
90,75,45,7425
92,76,97,16296
55,70,16,2000
60,16,80,6080
83,93,56,9856
63,49,50,5600
57,79,97,13192
47,22,5,345
39,76,53,6095
12,38,19,950
86,45,67,8777
40,20,48,2880
69,85,87,13398
95,89,58,10672
83,22,63,6615
72,6,81,6318
7,39,90,4140
9,88,9,873
85,42,1,127
6,45,14,714
59,8,86,5762
78,45,24,2952
48,27,49,3675
27,58,69,5865
8,56,86,5504
65,87,1,152
98,79,97,17169
87,72,5,795
68,68,38,5168
22,0,6,132
56,73,96,12384
91,64,43,6665
80,81,54,8694
54,48,97,9894
59,22,63,5103
48,91,32,4448
60,29,52,4628
9,18,29,783
81,64,77,11165
10,4,71,994
95,87,99,18018
3,85,48,4224
98,63,99,15939
30,22,67,3484
77,91,34,5712
63,80,24,3432
22,24,37,1702
82,14,97,9312
57,64,56,6776
51,90,40,5640
52,56,7,756
97,31,4,512
28,17,34,1530
60,74,36,4824
9,81,88,7920
48,86,70,9380
0,47,67,3149
2,51,53,2809
66,54,6,720
93,80,57,9861
37,38,64,4800
30,73,3,309
29,88,2,234
62,8,59,4130
83,65,68,10064
78,34,36,4032
50,65,87,10005
58,92,24,3600
46,15,29,1769
22,47,22,1518
70,52,47,5734
81,72,8,1224
53,41,29,2726
46,80,38,4788
71,89,54,8640
35,22,91,5187
82,14,95,9120
22,99,10,1210
73,68,10,1410
13,51,49,3136
85,89,28,4872
59,42,26,2626
72,41,0,0
19,97,93,10788
33,85,26,3068
40,79,86,10234
48,81,97,12513
26,32,86,4988
63,11,43,3182
14,97,35,3885
84,78,88,14256
67,7,99,7326
40,78,38,4484
82,77,12,1908
91,70,58,9338
20,49,41,2829
42,21,17,1071
80,60,3,420
77,61,2,276
28,56,44,3696
29,38,35,2345
13,63,39,2964
84,19,49,5047
29,70,47,4653
87,73,18,2880
58,96,82,12628
2,74,1,76
70,9,20,1580
71,71,95,13490
60,22,51,4182
31,3,43,1462
48,24,96,6912
83,18,28,2828
33,18,15,765
84,91,83,14525
3,88,55,5005
11,86,66,6402
33,78,96,10656
99,91,46,8740
74,4,6,468
67,2,32,2208
